VERTEX_COUNT 40
PATH_COUNT 1
BUDGET 540
<------------ VERTICES ------------>
0;START;41.374834;2.170055;0.0;0.0
1;Museu Nacional d’Art de Catalunya;41.36882;2.153347;45.0;100.0
2;Basilica of the Sagrada Família;41.403568;2.174435;45.0;97.99
3;Galeria d’Art Mar Grup Escolà;41.392349;2.167836;45.0;86.93
4;Museu d’Història de Catalunya - MHC;41.380852;2.185799;45.0;82.73
5;Lorena Ruiz de Villa;41.397858;2.146705;45.0;81.37
6;Museu Picasso;41.385181;2.180863;45.0;80.06
7;Imaginart Gallery;41.393822;2.164627;45.0;79.65
8;Barcelona;41.389034;2.16137;45.0;78.37
9;Palau Güell;41.378864;2.174117;45.0;76.04
10;Atelier;41.407719;2.158233;45.0;75.54
11;Anella Olímpica(Olympic Park);41.364778;2.152575;45.0;75.29
12;Parc de la Ciutadella;41.389248;2.186548;45.0;74.54
13;Museu Frederic Marès;41.384178;2.176819;45.0;72.59
14;Avinguda d’Icària;41.391556;2.197416;45.0;72.56
15;Arts Santa Mònica;41.37722;2.176012;45.0;72.41
16;Contrast;41.387928;2.161469;45.0;72.1
17;Basilica of Sants Just i Pastor;41.382812;2.178195;45.0;72.04
18;La Pedrera (Casa Milà);41.395271;2.161785;45.0;71.76
19;Poble Espanyol;41.368679;2.147031;45.0;70.91
20;Despair;41.387653;2.188076;45.0;70.38
21;Passeig de Gràcia;41.390739;2.166672;45.0;69.36
22;Carles Taché;41.389851;2.164213;45.0;69.2
23;Piramidon Centre d’Art Contemporani;41.422626;2.209764;45.0;68.86
24;Antic Hospital de la Santa Creu;41.380573;2.170374;45.0;68.65
25;Galeria Mayoral;41.389542;2.163808;45.0;68.65
26;Montjuïc Castle;41.363823;2.167096;45.0;67.44
27;Museu Palmero;41.424667;2.139856;45.0;66.4
28;Plaça del Rei;41.384144;2.177409;45.0;62.77
29;Monument to Doctor Robert;41.394924;2.175599;45.0;62.15
30;Plaça de Catalunya;41.387005;2.17003;45.0;61.62
31;La Colmena;41.383835;2.178294;45.0;61.46
32;Casa Martí, Els Quatre Gats ;41.385775;2.173671;45.0;61.01
33;A. Cortina;41.391098;2.161385;45.0;58.16
34;Museu d’Història de Barcelona;41.384144;2.177409;45.0;58.16
35;90th Jean Bouin;41.373077;2.150465;45.0;58.04
36;Galeria Ferran Cano;41.375816;2.177766;45.0;57.89
37;Rambla del Raval;41.378681;2.169317;45.0;57.42
38;Galeria Miquel Alzueta;41.397125;2.156751;45.0;57.31
39;FINISH;41.374834;2.170055;0.0;0.0
<------------- EDGES -------------->
0;0;1;23.796;16.72
1;0;1;27.403;8.12
2;0;1;28.763;22.49
3;0;2;49.491;1.39
4;0;2;58.222;22.79
5;0;2;56.558;2.55
6;0;3;30.107;9.01
7;0;3;32.577;1.9
8;0;4;22.688;6.79
9;0;4;18.664;9.67
10;0;4;17.254;5.14
11;0;5;49.508;3.84
12;0;6;22.496;20.17
13;0;6;18.935;11.34
14;0;6;26.198;8.39
15;0;7;33.232;5.94
16;0;8;26.736;0.98
17;0;9;8.647;24.41
18;0;9;10.051;16.89
19;0;9;7.763;17.66
20;0;10;58.284;11.29
21;0;11;28.285;7.05
22;0;12;32.509;18.97
23;0;13;18.196;8.98
24;0;13;22.356;22.37
25;0;14;45.309;1.47
26;0;14;52.012;13.8
27;0;15;8.671;23.89
28;0;16;24.972;12.0
29;0;16;26.563;23.44
30;0;17;17.194;10.28
31;0;17;19.185;13.14
32;0;18;36.549;21.77
33;0;19;31.387;11.19
34;0;19;32.939;17.58
35;0;19;30.095;23.44
36;0;20;31.884;2.11
37;0;21;27.562;17.61
38;0;21;24.852;3.6
39;0;22;26.77;1.62
40;0;22;24.919;17.75
41;0;22;32.005;2.6
42;0;23;96.367;24.15
43;0;23;119.772;15.62
44;0;23;88.904;9.86
45;0;24;9.829;12.19
46;0;25;26.416;19.39
47;0;25;23.147;2.73
48;0;26;19.222;10.18
49;0;26;19.649;3.51
50;0;26;24.018;0.67
51;0;27;93.673;12.19
52;0;27;103.535;23.62
53;0;28;18.52;2.5
54;0;28;16.52;23.89
55;0;29;35.108;18.5
56;0;29;27.771;10.54
57;0;29;30.459;12.76
58;0;30;20.827;23.87
59;0;30;18.054;21.64
60;0;31;18.686;23.96
61;0;31;16.791;20.7
62;0;31;21.25;6.72
63;0;32;19.29;17.79
64;0;32;16.905;17.15
65;0;32;22.688;8.9
66;0;33;29.975;7.98
67;0;33;23.343;1.23
68;0;33;34.032;3.5
69;0;34;18.52;10.18
70;0;34;21.71;1.96
71;0;34;21.456;14.8
72;0;35;25.336;14.3
73;0;36;10.043;2.94
74;0;36;10.328;21.78
75;0;37;6.651;16.93
76;0;37;5.335;13.19
77;0;38;41.795;4.58
78;0;39;0.0;7.3
79;1;2;65.336;12.5
80;1;3;44.354;4.21
81;1;4;46.481;11.86
82;1;5;50.417;9.71
83;1;5;41.423;11.26
84;1;5;62.681;3.9
85;1;6;45.08;17.98
86;1;6;47.913;9.06
87;1;7;45.169;21.78
88;1;7;49.114;12.09
89;1;8;36.092;4.93
90;1;9;31.73;7.66
91;1;10;66.86;17.22
92;1;10;59.611;8.69
93;1;11;6.988;15.33
94;1;11;8.439;19.06
95;1;11;6.809;8.92
96;1;12;55.131;12.2
97;1;12;51.33;20.01
98;1;12;65.556;10.99
99;1;13;39.989;17.29
100;1;13;36.411;21.45
101;1;13;30.3;23.85
102;1;14;68.67;2.4
103;1;14;85.596;0.33
104;1;14;76.747;1.72
105;1;15;32.461;15.3
106;1;15;33.966;20.22
107;1;15;28.535;24.24
108;1;16;34.321;4.54
109;1;16;26.027;12.53
110;1;16;33.546;16.83
111;1;17;39.892;16.97
112;1;17;36.197;4.81
113;1;18;46.542;18.19
114;1;19;8.115;17.84
115;1;20;55.02;9.94
116;1;20;61.54;24.73
117;1;21;41.226;13.98
118;1;21;46.03;9.88
119;1;22;38.599;17.15
120;1;23;117.144;2.53
121;1;23;135.036;0.5
122;1;23;133.172;1.32
123;1;24;29.708;20.63
124;1;24;27.141;23.97
125;1;25;37.919;16.14
126;1;25;34.211;0.72
127;1;26;19.619;4.09
128;1;26;15.674;24.14
129;1;27;97.123;14.62
130;1;27;120.689;19.51
131;1;28;40.525;24.06
132;1;29;53.025;5.35
133;1;29;55.332;19.66
134;1;29;61.873;24.62
135;1;30;37.779;22.85
136;1;30;46.999;11.8
137;1;30;39.026;1.64
138;1;31;41.065;24.17
139;1;31;48.472;4.12
140;1;31;36.008;16.91
141;1;32;39.024;17.86
142;1;32;35.869;18.59
143;1;33;39.495;21.3
144;1;33;38.916;16.59
145;1;34;40.525;8.55
146;1;35;8.171;19.08
147;1;36;33.565;1.85
148;1;37;26.558;21.04
149;1;37;32.289;15.4
150;1;38;48.633;24.32
151;1;39;23.796;4.51
152;1;39;26.192;7.86
153;2;3;20.984;9.22
154;2;3;16.17;12.79
155;2;4;41.52;21.4
156;2;4;46.308;8.84
157;2;4;36.99;7.22
158;2;5;36.911;7.24
159;2;6;32.528;20.43
160;2;7;20.896;3.0
161;2;7;17.066;10.11
162;2;8;29.997;11.19
163;2;8;27.5;16.44
164;2;9;42.276;12.1
165;2;9;33.653;24.57
166;2;9;42.601;6.59
167;2;10;21.975;4.32
168;2;10;22.01;11.75
169;2;11;72.069;14.81
170;2;11;85.241;19.95
171;2;12;29.022;11.59
172;2;13;33.322;10.17
173;2;13;38.059;23.75
174;2;14;35.955;11.54
175;2;14;41.551;0.39
176;2;14;35.306;8.62
177;2;15;45.133;4.96
178;2;16;31.517;16.87
179;2;16;30.039;0.86
180;2;17;35.845;13.92
181;2;17;40.287;5.52
182;2;17;27.699;4.81
183;2;18;21.57;16.06
184;2;18;22.275;13.96
185;2;19;69.299;22.86
186;2;19;67.069;15.5
187;2;19;67.959;6.37
188;2;20;32.378;24.49
189;2;20;34.945;19.27
